company,date,total debt,equity,DERatio
CG,12/31/12,$20.87 ,$10.70 ,1.95
CG,3/31/13,$22.59 ,$10.06 ,2.25
CG,6/30/13,$23.92 ,$9.87 ,2.42
CG,9/30/13,$24.35 ,$9.56 ,2.55
CG,12/31/13,$25.25 ,$10.38 ,2.43
CG,3/31/14,$26.43 ,$9.92 ,2.67
CG,6/30/14,$27.48 ,$10.04 ,2.74
CG,9/30/14,$27.77 ,$9.90 ,2.81
CG,12/31/14,$26.90 ,$9.10 ,2.96
CG,3/31/15,$26.86 ,$8.16 ,3.29
CG,6/30/15,$26.66 ,$7.74 ,3.45
CG,9/30/15,$26.10 ,$6.70 ,3.9
CG,12/31/15,$26.10 ,$6.08 ,4.3
CG,3/31/16,$7.05 ,$1.73 ,4.08
CG,6/30/16,$7.81 ,$1.78 ,4.38
CG,9/30/16,$7.93 ,$1.57 ,5.05
CG,12/31/16,$8.52 ,$1.45 ,5.86
CG,3/31/17,$8.60 ,$1.78 ,4.84
CG,6/30/17,$8.74 ,$2.12 ,4.12
CG,9/30/17,$8.92 ,$2.77 ,3.22
CG,12/31/17,$9.33 ,$2.95 ,3.16
CG,3/31/18,$9.90 ,$3.04 ,3.25
CG,6/30/18,$10.17 ,$3.12 ,3.26
CG,9/30/18,$10.36 ,$3.08 ,3.36
CG,12/31/18,$10.08 ,$2.84 ,3.55
CG,3/31/19,$9.11 ,$3.14 ,2.9
CG,6/30/19,$9.78 ,$3.62 ,2.7
CG,9/30/19,$10.63 ,$3.30 ,3.23
CG,12/31/19,$10.84 ,$2.97 ,3.65
CG,3/31/20,$10.02 ,$2.07 ,4.84
CG,6/30/20,$10.18 ,$2.14 ,4.75
CG,9/30/20,$11.77 ,$2.43 ,4.84
CG,12/31/20,$12.72 ,$2.93 ,4.34
CINF,3/31/05,$9.79 ,$6.01 ,1.63
CINF,6/30/05,$9.89 ,$6.13 ,1.61
CINF,9/30/05,$9.97 ,$6.02 ,1.66
CINF,12/31/05,$9.92 ,$6.09 ,1.63
CINF,3/31/06,$10.56 ,$6.20 ,1.7
CINF,6/30/06,$10.87 ,$6.07 ,1.79
CINF,9/30/06,$11.21 ,$6.46 ,1.73
CINF,12/31/06,$10.41 ,$6.81 ,1.53
CINF,3/31/07,$11.51 ,$6.71 ,1.72
CINF,6/30/07,$11.44 ,$6.83 ,1.68
CINF,9/30/07,$11.08 ,$6.54 ,1.7
CINF,12/31/07,$10.71 ,$5.93 ,1.81
CINF,3/31/08,$10.50 ,$5.45 ,1.93
CINF,6/30/08,$10.10 ,$4.71 ,2.15
CINF,9/30/08,$9.62 ,$4.69 ,2.05
CINF,12/31/08,$9.19 ,$4.18 ,2.2
CINF,3/31/09,$9.23 ,$3.88 ,2.38
CINF,6/30/09,$9.38 ,$4.14 ,2.26
CINF,9/30/09,$9.60 ,$4.63 ,2.08
CINF,12/31/09,$9.68 ,$4.76 ,2.03
CINF,3/31/10,$9.75 ,$4.87 ,2
CINF,6/30/10,$9.87 ,$4.74 ,2.08
CINF,9/30/10,$10.06 ,$5.01 ,2.01
CINF,12/31/10,$10.06 ,$5.03 ,2
CINF,3/31/11,$10.25 ,$5.12 ,2
CINF,6/30/11,$10.65 ,$5.06 ,2.11
CINF,9/30/11,$10.63 ,$4.79 ,2.22
CINF,12/31/11,$10.60 ,$5.03 ,2.11
CINF,3/31/12,$10.82 ,$5.21 ,2.08
CINF,6/30/12,$10.95 ,$5.14 ,2.13
CINF,9/30/12,$11.12 ,$5.36 ,2.08
CINF,12/31/12,$11.10 ,$5.45 ,2.04
CINF,3/31/13,$11.25 ,$5.79 ,1.95
CINF,6/30/13,$11.34 ,$5.70 ,1.99
CINF,9/30/13,$11.52 ,$5.82 ,1.98
CINF,12/31/13,$11.59 ,$6.07 ,1.91
CINF,3/31/14,$11.77 ,$6.17 ,1.91
CINF,6/30/14,$11.99 ,$6.34 ,1.89
CINF,9/30/14,$12.10 ,$6.38 ,1.9
CINF,12/31/14,$12.18 ,$6.57 ,1.85
CINF,3/31/15,$12.29 ,$6.61 ,1.86
CINF,6/30/15,$12.39 ,$6.50 ,1.91
CINF,9/30/15,$12.40 ,$6.35 ,1.95
CINF,12/31/15,$12.46 ,$6.43 ,1.94
CINF,3/31/16,$12.71 ,$6.74 ,1.89
CINF,6/30/16,$13.18 ,$6.97 ,1.89
CINF,9/30/16,$13.33 ,$7.12 ,1.87
CINF,12/31/16,$13.33 ,$7.06 ,1.89
CINF,3/31/17,$13.50 ,$7.26 ,1.86
CINF,6/30/17,$13.87 ,$7.37 ,1.88
CINF,9/30/17,$14.07 ,$7.52 ,1.87
CINF,12/31/17,$13.60 ,$8.24 ,1.65
CINF,3/31/18,$13.52 ,$7.95 ,1.7
CINF,6/30/18,$13.84 ,$7.92 ,1.75
CINF,9/30/18,$14.15 ,$8.33 ,1.7
CINF,12/31/18,$14.10 ,$7.83 ,1.8
CINF,3/31/19,$14.72 ,$8.63 ,1.71
CINF,6/30/19,$15.21 ,$9.13 ,1.67
CINF,9/30/19,$15.37 ,$9.37 ,1.64
CINF,12/31/19,$15.54 ,$9.86 ,1.58
CINF,3/31/20,$15.33 ,$8.04 ,1.91
CINF,6/30/20,$16.19 ,$9.26 ,1.75
CINF,9/30/20,$16.63 ,$9.75 ,1.71
CINF,12/31/20,$16.75 ,$10.79 ,1.55
CMA,3/31/05,$48.48 ,$5.03 ,9.64
CMA,6/30/05,$49.57 ,$5.12 ,9.69
CMA,9/30/05,$49.26 ,$5.09 ,9.68
CMA,12/31/05,$47.95 ,$5.07 ,9.46
CMA,3/31/06,$51.35 ,$5.09 ,10.08
CMA,6/30/06,$51.89 ,$5.19 ,10
CMA,9/30/06,$53.27 ,$5.21 ,10.23
CMA,12/31/06,$52.85 ,$5.15 ,10.26
CMA,3/31/07,$52.42 ,$5.11 ,10.26
CMA,6/30/07,$53.56 ,$5.01 ,10.69
CMA,9/30/07,$54.95 ,$5.07 ,10.84
CMA,12/31/07,$57.21 ,$5.12 ,11.18
CMA,3/31/08,$61.76 ,$5.26 ,11.75
CMA,6/30/08,$60.92 ,$5.08 ,11.99
CMA,9/30/08,$60.05 ,$5.10 ,11.78
CMA,12/31/08,$60.40 ,$7.15 ,8.45
CMA,3/31/09,$60.19 ,$7.18 ,8.38
CMA,6/30/09,$56.54 ,$7.09 ,7.97
CMA,9/30/09,$52.56 ,$7.04 ,7.47
CMA,12/31/09,$52.22 ,$7.03 ,7.43
CMA,3/31/10,$51.44 ,$5.67 ,9.08
CMA,6/30/10,$50.09 ,$5.79 ,8.65
CMA,9/30/10,$49.15 ,$5.86 ,8.39
CMA,12/31/10,$47.87 ,$5.79 ,8.26
CMA,3/31/11,$49.14 ,$5.88 ,8.36
CMA,6/30/11,$48.10 ,$6.04 ,7.97
CMA,9/30/11,$53.94 ,$6.95 ,7.76
CMA,12/31/11,$54.14 ,$6.87 ,7.88
CMA,3/31/12,$55.61 ,$6.99 ,7.96
CMA,6/30/12,$55.62 ,$7.03 ,7.91
CMA,9/30/12,$56.23 ,$7.08 ,7.94
CMA,12/31/12,$58.13 ,$6.94 ,8.37
CMA,3/31/13,$57.90 ,$6.99 ,8.29
CMA,6/30/13,$56.04 ,$6.91 ,8.11
CMA,9/30/13,$57.70 ,$6.97 ,8.28
CMA,12/31/13,$58.07 ,$7.15 ,8.12
CMA,3/31/14,$58.40 ,$7.28 ,8.02
CMA,6/30/14,$57.96 ,$7.37 ,7.87
CMA,9/30/14,$61.45 ,$7.43 ,8.27
CMA,12/31/14,$61.78 ,$7.40 ,8.35
CMA,3/31/15,$61.84 ,$7.50 ,8.25
CMA,6/30/15,$62.42 ,$7.52 ,8.3
CMA,9/30/15,$63.39 ,$7.62 ,8.32
CMA,12/31/15,$64.32 ,$7.56 ,8.51
CMA,3/31/16,$61.36 ,$7.64 ,8.03
CMA,6/30/16,$63.59 ,$7.69 ,8.26
CMA,9/30/16,$66.40 ,$7.73 ,8.59
CMA,12/31/16,$65.18 ,$7.80 ,8.36
CMA,3/31/17,$65.05 ,$7.93 ,8.2
CMA,6/30/17,$63.46 ,$7.99 ,7.95
CMA,9/30/17,$63.98 ,$8.03 ,7.96
CMA,12/31/17,$63.60 ,$7.96 ,7.99
CMA,3/31/18,$64.34 ,$8.00 ,8.04
CMA,6/30/18,$63.91 ,$8.08 ,7.91
CMA,9/30/18,$63.66 ,$7.79 ,8.18
CMA,12/31/18,$63.31 ,$7.51 ,8.43
CMA,3/31/19,$63.28 ,$7.41 ,8.54
CMA,6/30/19,$65.21 ,$7.32 ,8.91
CMA,9/30/19,$65.65 ,$7.20 ,9.12
CMA,12/31/19,$66.08 ,$7.33 ,9.02
CMA,3/31/20,$68.94 ,$7.40 ,9.31
CMA,6/30/20,$76.60 ,$7.80 ,9.82
CMA,9/30/20,$75.76 ,$7.87 ,9.62
CMA,12/31/20,$80.08 ,$8.05 ,9.95
CME,3/31/05,$2.41 ,$0.88 ,2.74
CME,6/30/05,$2.44 ,$0.96 ,2.54
CME,9/30/05,$1.91 ,$1.04 ,1.84
CME,12/31/05,$2.85 ,$1.12 ,2.55
CME,3/31/06,$3.19 ,$1.21 ,2.64
CME,6/30/06,$2.14 ,$1.31 ,1.63
CME,9/30/06,$2.08 ,$1.42 ,1.46
CME,12/31/06,$2.79 ,$1.52 ,1.84
CME,3/31/07,$3.26 ,$1.63 ,2.01
CME,6/30/07,$3.56 ,$1.74 ,2.05
CME,9/30/07,$7.54 ,$12.11 ,0.62
CME,12/31/07,$8.00 ,$12.31 ,0.65
CME,3/31/08,$6.06 ,$13.18 ,0.46
CME,6/30/08,$5.23 ,$13.33 ,0.39
CME,9/30/08,$20.23 ,$19.03 ,1.06
CME,12/31/08,$29.47 ,$18.69 ,1.58
CME,3/31/09,$21.12 ,$18.80 ,1.12
CME,6/30/09,$19.55 ,$18.98 ,1.03
CME,9/30/09,$17.39 ,$19.13 ,0.91
CME,12/31/09,$16.35 ,$19.30 ,0.85
CME,3/31/10,$16.01 ,$19.19 ,0.83
CME,6/30/10,$14.88 ,$19.38 ,0.77
CME,9/30/10,$13.79 ,$19.90 ,0.69
CME,12/31/10,$14.99 ,$20.06 ,0.75
CME,3/31/11,$13.92 ,$20.79 ,0.67
CME,6/30/11,$14.69 ,$20.90 ,0.7
CME,9/30/11,$18.02 ,$20.86 ,0.86
CME,12/31/11,$19.21 ,$21.55 ,0.89
CME,3/31/12,$17.74 ,$21.55 ,0.82
CME,6/30/12,$16.33 ,$21.62 ,0.76
CME,9/30/12,$18.15 ,$21.71 ,0.84
CME,12/31/12,$17.44 ,$21.43 ,0.81
CME,3/31/13,$20.87 ,$21.56 ,0.97
CME,6/30/13,$25.03 ,$21.86 ,1.15
CME,9/30/13,$27.00 ,$21.98 ,1.23
CME,12/31/13,$33.12 ,$21.16 ,1.57
CME,3/31/14,$31.86 ,$21.31 ,1.5
CME,6/30/14,$30.15 ,$21.47 ,1.4
CME,9/30/14,$42.43 ,$21.54 ,1.97
CME,12/31/14,$51.32 ,$20.92 ,2.45
CME,3/31/15,$56.03 ,$21.10 ,2.66
CME,6/30/15,$52.40 ,$21.26 ,2.47
CME,9/30/15,$59.57 ,$21.38 ,2.79
CME,12/31/15,$46.81 ,$20.55 ,2.28
CME,3/31/16,$47.93 ,$20.84 ,2.3
CME,6/30/16,$46.55 ,$21.07 ,2.21
CME,9/30/16,$41.99 ,$21.27 ,1.97
CME,12/31/16,$49.03 ,$20.34 ,2.41
CME,3/31/17,$54.92 ,$20.55 ,2.67
CME,6/30/17,$57.77 ,$20.78 ,2.78
CME,9/30/17,$57.46 ,$20.86 ,2.75
CME,12/31/17,$53.38 ,$22.41 ,2.38
CME,3/31/18,$47.15 ,$22.77 ,2.07
CME,6/30/18,$46.08 ,$23.12 ,1.99
CME,9/30/18,$47.07 ,$23.30 ,2.02
CME,12/31/18,$51.51 ,$25.97 ,1.98
CME,3/31/19,$45.43 ,$26.19 ,1.74
CME,6/30/19,$43.87 ,$26.49 ,1.66
CME,9/30/19,$52.60 ,$26.81 ,1.96
CME,12/31/19,$49.06 ,$26.16 ,1.88
CME,3/31/20,$111.33 ,$26.60 ,4.19
CME,6/30/20,$90.38 ,$26.84 ,3.37
CME,9/30/20,$98.75 ,$27.01 ,3.66
CME,12/31/20,$98.31 ,$26.35 ,3.73
CNA,3/31/05,$53.94 ,$9.05 ,5.96
CNA,6/30/05,$52.88 ,$9.74 ,5.43
CNA,9/30/05,$54.58 ,$9.39 ,5.81
CNA,12/31/05,$50.07 ,$8.95 ,5.59
CNA,3/31/06,$50.74 ,$8.94 ,5.68
CNA,6/30/06,$49.98 ,$8.94 ,5.59
CNA,9/30/06,$51.23 ,$9.33 ,5.49
CNA,12/31/06,$50.52 ,$9.77 ,5.17
CNA,3/31/07,$51.47 ,$10.14 ,5.08
CNA,6/30/07,$50.73 ,$10.01 ,5.07
CNA,9/30/07,$50.00 ,$10.12 ,4.94
CNA,12/31/07,$46.61 ,$10.15 ,4.59
CNA,3/31/08,$47.06 ,$9.36 ,5.03
CNA,6/30/08,$45.84 ,$9.35 ,4.9
CNA,9/30/08,$45.97 ,$7.74 ,5.94
CNA,12/31/08,$44.39 ,$7.30 ,6.08
CNA,3/31/09,$44.29 ,$7.49 ,5.91
CNA,6/30/09,$44.48 ,$9.11 ,4.88
CNA,9/30/09,$44.32 ,$11.26 ,3.94
CNA,12/31/09,$44.13 ,$11.17 ,3.95
CNA,3/31/10,$43.96 ,$11.72 ,3.75
CNA,6/30/10,$43.27 ,$12.41 ,3.49
CNA,9/30/10,$44.32 ,$12.57 ,3.53
CNA,12/31/10,$43.81 ,$11.52 ,3.8
CNA,3/31/11,$43.72 ,$11.82 ,3.7
CNA,6/30/11,$44.03 ,$11.75 ,3.75
CNA,9/30/11,$43.89 ,$11.96 ,3.67
CNA,12/31/11,$43.62 ,$11.49 ,3.8
CNA,3/31/12,$44.03 ,$11.98 ,3.68
CNA,6/30/12,$44.29 ,$12.21 ,3.63
CNA,9/30/12,$45.95 ,$12.66 ,3.63
CNA,12/31/12,$46.21 ,$12.31 ,3.75
CNA,3/31/13,$46.32 ,$12.41 ,3.73
CNA,6/30/13,$45.62 ,$11.94 ,3.82
CNA,9/30/13,$45.03 ,$12.15 ,3.71
CNA,12/31/13,$44.54 ,$12.65 ,3.52
CNA,3/31/14,$45.64 ,$12.58 ,3.63
CNA,6/30/14,$46.36 ,$13.07 ,3.55
CNA,9/30/14,$42.70 ,$13.03 ,3.28
CNA,12/31/14,$42.77 ,$12.79 ,3.34
CNA,3/31/15,$43.03 ,$12.44 ,3.46
CNA,6/30/15,$42.79 ,$12.23 ,3.5
CNA,9/30/15,$42.55 ,$12.27 ,3.47
CNA,12/31/15,$43.29 ,$11.76 ,3.68
CNA,3/31/16,$44.03 ,$11.47 ,3.84
CNA,6/30/16,$45.02 ,$11.89 ,3.79
CNA,9/30/16,$44.66 ,$12.20 ,3.66
CNA,12/31/16,$43.26 ,$11.97 ,3.62
CNA,3/31/17,$43.51 ,$11.69 ,3.72
CNA,6/30/17,$44.18 ,$12.03 ,3.67
CNA,9/30/17,$44.41 ,$12.17 ,3.65
CNA,12/31/17,$44.32 ,$12.24 ,3.62
CNA,3/31/18,$46.22 ,$11.43 ,4.05
CNA,6/30/18,$46.44 ,$11.42 ,4.07
CNA,9/30/18,$45.75 ,$11.51 ,3.98
CNA,12/31/18,$45.94 ,$11.22 ,4.1
CNA,3/31/19,$47.02 ,$11.46 ,4.11
CNA,6/30/19,$47.88 ,$12.09 ,3.96
CNA,9/30/19,$48.33 ,$12.12 ,3.99
CNA,12/31/19,$48.40 ,$12.22 ,3.96
CNA,3/31/20,$48.04 ,$10.36 ,4.64
CNA,6/30/20,$50.45 ,$11.65 ,4.33
CNA,9/30/20,$50.75 ,$12.02 ,4.22
CNA,12/31/20,$51.32 ,$12.71 ,4.04
CNO,3/31/05,$26.91 ,$3.80 ,7.09
CNO,6/30/05,$26.89 ,$4.20 ,6.41
CNO,9/30/05,$26.86 ,$3.95 ,6.79
CNO,12/31/05,$27.01 ,$4.52 ,5.98
CNO,3/31/06,$27.09 ,$4.28 ,6.32
CNO,6/30/06,$27.26 ,$4.30 ,6.34
CNO,9/30/06,$27.59 ,$4.71 ,5.86
CNO,12/31/06,$28.02 ,$4.70 ,5.96
CNO,3/31/07,$28.43 ,$4.72 ,6.02
CNO,6/30/07,$29.06 ,$4.38 ,6.64
CNO,9/30/07,$31.86 ,$4.30 ,7.4
CNO,12/31/07,$29.74 ,$4.24 ,7.02
CNO,3/31/08,$29.33 ,$3.94 ,7.44
CNO,6/30/08,$29.30 ,$3.38 ,8.66
CNO,9/30/08,$29.36 ,$2.70 ,10.86
CNO,12/31/08,$27.13 ,$1.63 ,16.65
CNO,3/31/09,$26.92 ,$1.59 ,16.92
CNO,6/30/09,$27.02 ,$2.42 ,11.19
CNO,9/30/09,$26.94 ,$3.33 ,8.08
CNO,12/31/09,$26.81 ,$3.53 ,7.59
CNO,3/31/10,$27.07 ,$3.72 ,7.28
CNO,6/30/10,$27.04 ,$4.18 ,6.46
CNO,9/30/10,$27.37 ,$4.60 ,5.94
CNO,12/31/10,$27.57 ,$4.33 ,6.38
CNO,3/31/11,$27.67 ,$4.40 ,6.29
CNO,6/30/11,$27.83 ,$4.56 ,6.1
CNO,9/30/11,$27.98 ,$4.95 ,5.65
CNO,12/31/11,$28.31 ,$4.61 ,6.14
CNO,3/31/12,$28.36 ,$4.68 ,6.06
CNO,6/30/12,$28.49 ,$4.89 ,5.82
CNO,9/30/12,$29.09 ,$5.07 ,5.74
CNO,12/31/12,$29.08 ,$5.05 ,5.76
CNO,3/31/13,$29.87 ,$5.03 ,5.94
CNO,6/30/13,$29.19 ,$4.58 ,6.37
CNO,9/30/13,$29.13 ,$4.79 ,6.09
CNO,12/31/13,$29.83 ,$4.96 ,6.02
CNO,3/31/14,$29.75 ,$4.71 ,6.32
CNO,6/30/14,$30.07 ,$4.84 ,6.21
CNO,9/30/14,$26.25 ,$4.72 ,5.56
CNO,12/31/14,$26.47 ,$4.69 ,5.65
CNO,3/31/15,$26.84 ,$4.75 ,5.65
CNO,6/30/15,$26.69 ,$4.36 ,6.11
CNO,9/30/15,$26.84 ,$4.17 ,6.44
CNO,12/31/15,$26.99 ,$4.14 ,6.52
CNO,3/31/16,$27.23 ,$4.23 ,6.44
CNO,6/30/16,$27.57 ,$4.46 ,6.19
CNO,9/30/16,$27.93 ,$4.49 ,6.22
CNO,12/31/16,$27.49 ,$4.49 ,6.13
CNO,3/31/17,$27.82 ,$4.61 ,6.04
CNO,6/30/17,$28.06 ,$4.78 ,5.87
CNO,9/30/17,$27.82 ,$4.88 ,5.7
CNO,12/31/17,$28.26 ,$4.85 ,5.83
CNO,3/31/18,$28.19 ,$4.62 ,6.11
CNO,6/30/18,$28.02 ,$4.46 ,6.29
CNO,9/30/18,$28.03 ,$3.62 ,7.74
CNO,12/31/18,$28.07 ,$3.37 ,8.33
CNO,3/31/19,$28.48 ,$3.84 ,7.42
CNO,6/30/19,$28.46 ,$4.25 ,6.69
CNO,9/30/19,$28.73 ,$4.55 ,6.31
CNO,12/31/19,$28.95 ,$4.68 ,6.19
CNO,3/31/20,$28.97 ,$3.77 ,7.69
CNO,6/30/20,$29.25 ,$4.73 ,6.18
CNO,9/30/20,$29.49 ,$5.08 ,5.8
CNO,12/31/20,$29.86 ,$5.48 ,5.44
COF,3/31/05,$46.65 ,$8.98 ,5.2
COF,6/30/05,$46.58 ,$10.41 ,4.47
COF,9/30/05,$49.39 ,$11.04 ,4.48
COF,12/31/05,$74.57 ,$14.13 ,5.28
COF,3/31/06,$74.10 ,$15.17 ,4.89
COF,6/30/06,$73.63 ,$15.90 ,4.63
COF,9/30/06,$78.23 ,$16.68 ,4.69
COF,12/31/06,$124.50 ,$25.24 ,4.93
COF,3/31/07,$122.68 ,$26.02 ,4.72
COF,6/30/07,$120.75 ,$25.19 ,4.79
COF,9/30/07,$122.37 ,$24.79 ,4.94
COF,12/31/07,$126.30 ,$24.29 ,5.2
COF,3/31/08,$125.99 ,$24.62 ,5.12
COF,6/30/08,$126.19 ,$24.92 ,5.06
COF,9/30/08,$129.19 ,$25.61 ,5.04
COF,12/31/08,$139.30 ,$26.61 ,5.23
COF,3/31/09,$150.64 ,$26.74 ,5.63
COF,6/30/09,$146.58 ,$25.33 ,5.79
COF,9/30/09,$142.28 ,$26.22 ,5.43
COF,12/31/09,$143.06 ,$26.59 ,5.38
COF,3/31/10,$176.33 ,$24.37 ,7.23
COF,6/30/10,$172.22 ,$25.27 ,6.82
COF,9/30/10,$170.87 ,$26.06 ,6.56
COF,12/31/10,$170.96 ,$26.54 ,6.44
COF,3/31/11,$171.75 ,$27.55 ,6.23
COF,6/30/11,$171.07 ,$28.68 ,5.97
COF,9/30/11,$170.77 ,$29.38 ,5.81
COF,12/31/11,$176.35 ,$29.67 ,5.95
COF,3/31/12,$257.53 ,$36.95 ,6.97
COF,6/30/12,$259.38 ,$37.19 ,6.97
COF,9/30/12,$262.32 ,$39.67 ,6.61
COF,12/31/12,$272.42 ,$40.50 ,6.73
COF,3/31/13,$258.87 ,$41.30 ,6.27
COF,6/30/13,$255.50 ,$41.04 ,6.23
COF,9/30/13,$248.14 ,$41.75 ,5.94
COF,12/31/13,$255.30 ,$41.63 ,6.13
COF,3/31/14,$247.70 ,$42.80 ,5.79
COF,6/30/14,$254.50 ,$43.82 ,5.81
COF,9/30/14,$256.18 ,$44.02 ,5.82
COF,12/31/14,$263.11 ,$45.05 ,5.84
COF,3/31/15,$260.49 ,$45.73 ,5.7
COF,6/30/15,$263.85 ,$46.66 ,5.66
COF,9/30/15,$266.02 ,$47.69 ,5.58
COF,12/31/15,$286.76 ,$47.28 ,6.07
COF,3/31/16,$282.64 ,$47.71 ,5.92
COF,6/30/16,$291.01 ,$48.11 ,6.05
COF,9/30/16,$296.85 ,$48.21 ,6.16
COF,12/31/16,$309.52 ,$47.51 ,6.51
COF,3/31/17,$300.51 ,$48.04 ,6.26
COF,6/30/17,$301.46 ,$49.14 ,6.14
COF,9/30/17,$311.25 ,$50.15 ,6.21
COF,12/31/17,$316.96 ,$48.73 ,6.5
COF,3/31/18,$313.65 ,$49.20 ,6.38
COF,6/30/18,$314.06 ,$49.93 ,6.29
COF,9/30/18,$312.27 ,$50.64 ,6.17
COF,12/31/18,$320.87 ,$51.67 ,6.21
COF,3/31/19,$319.71 ,$53.48 ,5.98
COF,6/30/19,$317.85 ,$55.77 ,5.7
COF,9/30/19,$320.58 ,$58.24 ,5.51
COF,12/31/19,$332.35 ,$58.01 ,5.73
COF,3/31/20,$340.05 ,$56.83 ,5.98
COF,6/30/20,$365.25 ,$56.05 ,6.52
COF,9/30/20,$363.46 ,$58.42 ,6.22
COF,12/31/20,$361.40 ,$60.20 ,6
DFS,5/31/06,$0.00 ,,0
DFS,6/30/06,$0.00 ,,0
DFS,8/31/06,$0.00 ,,0
DFS,9/30/06,$0.00 ,,0
DFS,11/30/06,$23.29 ,$5.78 ,4.03
DFS,2/28/07,$0.00 ,,0
DFS,3/31/07,$0.00 ,,0
DFS,5/31/07,$29.89 ,$5.78 ,5.17
DFS,8/31/07,$30.47 ,$5.67 ,5.38
DFS,11/30/07,$31.78 ,$5.60 ,5.68
DFS,2/29/08,$31.67 ,$5.65 ,5.6
DFS,5/31/08,$28.38 ,$5.85 ,4.85
DFS,8/31/08,$31.32 ,$6.00 ,5.22
DFS,11/30/08,$33.98 ,$5.92 ,5.74
DFS,2/28/09,$34.61 ,$6.00 ,5.77
DFS,5/31/09,$34.10 ,$7.42 ,4.6
DFS,8/31/09,$34.31 ,$8.39 ,4.09
DFS,11/30/09,$37.59 ,$8.44 ,4.46
DFS,2/28/10,$59.80 ,$7.02 ,8.53
DFS,5/31/10,$56.12 ,$6.04 ,9.29
DFS,8/31/10,$53.95 ,$6.11 ,8.83
DFS,11/30/10,$54.33 ,$6.46 ,8.41
DFS,2/28/11,$56.61 ,$6.90 ,8.21
DFS,5/31/11,$55.91 ,$7.52 ,7.43
DFS,8/31/11,$57.72 ,$8.01 ,7.21
DFS,11/30/11,$60.54 ,$8.24 ,7.35
DFS,2/29/12,$61.66 ,$8.83 ,6.98
DFS,3/31/12,$0.00 ,,0
DFS,5/31/12,$63.19 ,$8.90 ,7.1
DFS,6/30/12,$0.00 ,,0
DFS,8/31/12,$64.76 ,$9.15 ,7.08
DFS,9/30/12,$0.00 ,,0
DFS,11/30/12,$65.51 ,$9.78 ,6.7
DFS,12/31/12,$63.62 ,$9.87 ,6.44
DFS,3/31/13,$65.84 ,$10.30 ,6.39
DFS,6/30/13,$64.50 ,$10.45 ,6.17
DFS,9/30/13,$64.94 ,$10.60 ,6.13
DFS,12/31/13,$68.53 ,$10.81 ,6.34
DFS,3/31/14,$68.56 ,$11.02 ,6.22
DFS,6/30/14,$67.56 ,$11.38 ,5.94
DFS,9/30/14,$69.30 ,$11.30 ,6.13
DFS,12/31/14,$71.99 ,$11.13 ,6.47
DFS,3/31/15,$72.97 ,$11.21 ,6.51
DFS,6/30/15,$73.65 ,$11.26 ,6.54
DFS,9/30/15,$74.31 ,$11.30 ,6.57
DFS,12/31/15,$75.52 ,$11.28 ,6.7
DFS,3/31/16,$76.78 ,$11.32 ,6.79
DFS,6/30/16,$76.11 ,$11.40 ,6.68
DFS,9/30/16,$79.19 ,$11.35 ,6.98
DFS,12/31/16,$80.99 ,$11.32 ,7.15
DFS,3/31/17,$83.53 ,$11.27 ,7.42
DFS,6/30/17,$82.50 ,$11.26 ,7.33
DFS,9/30/17,$86.42 ,$11.19 ,7.73
DFS,12/31/17,$89.20 ,$10.89 ,8.19
DFS,3/31/18,$91.10 ,$10.87 ,8.38
DFS,6/30/18,$91.86 ,$10.89 ,8.44
DFS,9/30/18,$94.83 ,$11.02 ,8.61
DFS,12/31/18,$98.42 ,$11.13 ,8.84
DFS,3/31/19,$99.46 ,$11.26 ,8.83
DFS,6/30/19,$99.21 ,$11.49 ,8.63
DFS,9/30/19,$99.07 ,$11.72 ,8.46
DFS,12/31/19,$102.14 ,$11.86 ,8.61
DFS,3/31/20,$102.99 ,$9.67 ,10.66
DFS,6/30/20,$104.15 ,$9.64 ,10.8
DFS,9/30/20,$114.10 ,$10.25 ,11.13
DFS,12/31/20,$102.01 ,$10.88 ,9.37
EQH,3/31/18,$0.00 ,,0
EQH,6/30/18,$0.00 ,,0
EQH,9/30/18,$0.00 ,,0
EQH,12/31/18,$0.00 ,,0
EQH,3/31/19,$0.00 ,,0
EQH,6/30/19,$0.00 ,,0
EQH,9/30/19,$0.00 ,,0
EQH,12/31/19,$0.00 ,,0
EQH,3/31/20,$0.00 ,,0
EQH,6/30/20,$0.00 ,,0
EQH,9/30/20,$0.00 ,,0
EQH,12/31/20,$0.00 ,,0
EWBC,3/31/05,$5.84 ,$0.53 ,10.93
EWBC,6/30/05,$6.14 ,$0.56 ,10.94
EWBC,9/30/05,$7.24 ,$0.70 ,10.39
EWBC,12/31/05,$7.54 ,$0.73 ,10.28
EWBC,3/31/06,$8.38 ,$0.90 ,9.27
EWBC,6/30/06,$9.08 ,$0.94 ,9.68
EWBC,9/30/06,$9.83 ,$0.98 ,10.02
EWBC,12/31/06,$9.80 ,$1.02 ,9.62
EWBC,3/31/07,$9.62 ,$1.04 ,9.26
EWBC,6/30/07,$9.77 ,$1.06 ,9.26
EWBC,9/30/07,$10.47 ,$1.17 ,8.98
EWBC,12/31/07,$10.68 ,$1.17 ,9.11
EWBC,3/31/08,$10.66 ,$1.10 ,9.65
EWBC,6/30/08,$10.51 ,$1.27 ,8.26
EWBC,9/30/08,$10.46 ,$1.27 ,8.27
