company,date,total debt,equity,DERatio
JEF,3/31/15,$41.60 ,$10.72 ,3.88
JEF,6/30/15,$41.83 ,$10.72 ,3.9
JEF,9/30/15,$40.09 ,$10.43 ,3.85
JEF,12/31/15,$35.87 ,$10.47 ,3.43
JEF,3/31/16,$32.89 ,$10.25 ,3.21
JEF,6/30/16,$34.78 ,$10.27 ,3.39
JEF,9/30/16,$35.87 ,$10.24 ,3.5
JEF,12/31/16,$34.77 ,$10.30 ,3.37
JEF,3/31/17,$35.39 ,$10.59 ,3.34
JEF,6/30/17,$37.70 ,$10.68 ,3.53
JEF,9/30/17,$37.03 ,$10.64 ,3.48
JEF,11/30/17,$0.00 ,,0
JEF,12/31/17,$37.03 ,$10.14 ,3.65
JEF,2/28/18,$0.00 ,,0
JEF,3/31/18,$38.71 ,$10.29 ,3.76
JEF,5/31/18,$0.00 ,,0
JEF,6/30/18,$38.83 ,$10.57 ,3.68
JEF,9/30/18,$38.30 ,$10.65 ,3.6
JEF,11/30/18,$37.05 ,$10.08 ,3.68
JEF,2/28/19,$39.00 ,$9.96 ,3.92
JEF,5/31/19,$38.65 ,$9.88 ,3.91
JEF,8/31/19,$39.22 ,$10.05 ,3.9
JEF,11/30/19,$39.86 ,$9.60 ,4.15
JEF,2/29/20,$42.39 ,$9.39 ,4.52
JEF,5/31/20,$40.92 ,$9.36 ,4.37
JEF,8/31/20,$42.33 ,$9.44 ,4.48
JEF,11/30/20,$43.68 ,$9.44 ,4.63
JPM,3/31/05,"$1,072.97 ",$105.34 ,10.19
JPM,6/30/05,"$1,065.90 ",$105.39 ,10.11
JPM,9/30/05,"$1,096.90 ",$106.14 ,10.34
JPM,12/31/05,"$1,091.73 ",$107.21 ,10.18
JPM,3/31/06,"$1,164.95 ",$108.34 ,10.75
JPM,6/30/06,"$1,217.32 ",$110.68 ,11
JPM,9/30/06,"$1,224.47 ",$113.56 ,10.78
JPM,12/31/06,"$1,235.73 ",$115.79 ,10.67
JPM,3/31/07,"$1,291.21 ",$117.70 ,10.97
JPM,6/30/07,"$1,338.83 ",$119.21 ,11.23
JPM,9/30/07,"$1,359.60 ",$119.98 ,11.33
JPM,12/31/07,"$1,438.93 ",$123.22 ,11.68
JPM,3/31/08,"$1,517.24 ",$125.63 ,12.08
JPM,6/30/08,"$1,642.49 ",$133.18 ,12.33
JPM,9/30/08,"$2,105.63 ",$145.84 ,14.44
JPM,12/31/08,"$2,008.17 ",$166.88 ,12.03
JPM,3/31/09,"$1,908.99 ",$170.19 ,11.22
JPM,6/30/09,"$1,871.88 ",$154.77 ,12.1
JPM,9/30/09,"$1,878.76 ",$162.25 ,11.58
JPM,12/31/09,"$1,866.62 ",$165.37 ,11.29
JPM,3/31/10,"$1,971.08 ",$164.72 ,11.97
JPM,6/30/10,"$1,842.90 ",$171.12 ,10.77
JPM,9/30/10,"$1,967.77 ",$173.83 ,11.32
JPM,12/31/10,"$1,941.50 ",$176.11 ,11.03
JPM,3/31/11,"$2,017.56 ",$180.60 ,11.17
JPM,6/30/11,"$2,063.89 ",$182.88 ,11.29
JPM,9/30/11,"$2,106.95 ",$182.29 ,11.56
JPM,12/31/11,"$2,082.22 ",$183.57 ,11.34
JPM,3/31/12,"$2,130.90 ",$189.27 ,11.26
JPM,6/30/12,"$2,098.57 ",$191.57 ,10.95
JPM,9/30/12,"$2,121.59 ",$199.69 ,10.62
JPM,12/31/12,"$2,155.07 ",$204.07 ,10.56
JPM,3/31/13,"$2,182.26 ",$207.09 ,10.54
JPM,6/30/13,"$2,230.26 ",$209.24 ,10.66
JPM,9/30/13,"$2,256.64 ",$206.67 ,10.92
JPM,12/31/13,"$2,204.51 ",$211.18 ,10.44
JPM,3/31/14,"$2,257.33 ",$219.66 ,10.28
JPM,6/30/14,"$2,293.02 ",$227.31 ,10.09
JPM,9/30/14,"$2,295.73 ",$231.28 ,9.93
JPM,12/31/14,"$2,340.55 ",$231.73 ,10.1
JPM,3/31/15,"$2,341.28 ",$235.86 ,9.93
JPM,6/30/15,"$2,208.39 ",$241.21 ,9.16
JPM,9/30/15,"$2,171.39 ",$245.73 ,8.84
JPM,12/31/15,"$2,104.13 ",$247.57 ,8.5
JPM,3/31/16,"$2,173.65 ",$250.16 ,8.69
JPM,6/30/16,"$2,213.67 ",$252.42 ,8.77
JPM,9/30/16,"$2,266.70 ",$254.33 ,8.91
JPM,12/31/16,"$2,236.78 ",$254.19 ,8.8
JPM,3/31/17,"$2,290.43 ",$255.86 ,8.95
JPM,6/30/17,"$2,304.69 ",$258.48 ,8.92
JPM,9/30/17,"$2,304.69 ",$258.38 ,8.92
JPM,12/31/17,"$2,277.91 ",$255.69 ,8.91
JPM,3/31/18,"$2,353.58 ",$256.20 ,9.19
JPM,6/30/18,"$2,332.59 ",$257.46 ,9.06
JPM,9/30/18,"$2,356.23 ",$258.96 ,9.1
JPM,12/31/18,"$2,366.02 ",$256.52 ,9.22
JPM,3/31/19,"$2,477.35 ",$259.84 ,9.53
JPM,6/30/19,"$2,464.16 ",$263.22 ,9.36
JPM,9/30/19,"$2,500.31 ",$264.35 ,9.46
JPM,12/31/19,"$2,426.05 ",$261.33 ,9.28
JPM,3/31/20,"$2,878.17 ",$261.26 ,11.02
JPM,6/30/20,"$2,948.65 ",$264.47 ,11.15
JPM,9/30/20,"$2,974.96 ",$271.11 ,10.97
JPM,12/31/20,"$3,106.72 ",$279.35 ,11.12
KEY,3/31/05,$83.11 ,$7.16 ,11.61
KEY,6/30/05,$83.66 ,$7.35 ,11.38
KEY,9/30/05,$84.80 ,$7.52 ,11.27
KEY,12/31/05,$85.53 ,$7.60 ,11.26
KEY,3/31/06,$85.75 ,$7.64 ,11.23
KEY,6/30/06,$87.06 ,$7.74 ,11.25
KEY,9/30/06,$88.21 ,$7.95 ,11.1
KEY,12/31/06,$84.63 ,$7.70 ,10.99
KEY,3/31/07,$84.54 ,$7.72 ,10.95
KEY,6/30/07,$85.27 ,$7.70 ,11.07
KEY,9/30/07,$88.32 ,$7.82 ,11.29
KEY,12/31/07,$90.48 ,$7.75 ,11.68
KEY,3/31/08,$92.72 ,$8.77 ,10.57
KEY,6/30/08,$92.66 ,$8.89 ,10.43
KEY,9/30/08,$92.43 ,$8.86 ,10.44
KEY,12/31/08,$93.85 ,$10.68 ,8.79
KEY,3/31/09,$87.66 ,$10.17 ,8.62
KEY,6/30/09,$86.73 ,$11.06 ,7.84
KEY,9/30/09,$85.80 ,$11.19 ,7.67
KEY,12/31/09,$82.35 ,$10.93 ,7.53
KEY,3/31/10,$84.38 ,$10.92 ,7.73
KEY,6/30/10,$83.10 ,$11.07 ,7.51
KEY,9/30/10,$82.66 ,$11.39 ,7.26
KEY,12/31/10,$80.47 ,$11.37 ,7.08
KEY,3/31/11,$80.74 ,$9.70 ,8.33
KEY,6/30/11,$79.05 ,$9.74 ,8.12
KEY,9/30/11,$79.34 ,$9.92 ,8
KEY,12/31/11,$78.86 ,$9.92 ,7.95
KEY,3/31/12,$77.32 ,$10.12 ,7.64
KEY,6/30/12,$76.35 ,$10.18 ,7.5
KEY,9/30/12,$76.67 ,$10.28 ,7.46
KEY,12/31/12,$78.93 ,$10.31 ,7.66
KEY,3/31/13,$78.82 ,$10.38 ,7.59
KEY,6/30/13,$80.38 ,$10.26 ,7.83
KEY,9/30/13,$80.47 ,$10.24 ,7.86
KEY,12/31/13,$82.61 ,$10.32 ,8.01
KEY,3/31/14,$80.38 ,$10.42 ,7.72
KEY,6/30/14,$81.28 ,$10.52 ,7.73
KEY,9/30/14,$79.28 ,$10.50 ,7.55
KEY,12/31/14,$83.28 ,$10.54 ,7.9
KEY,3/31/15,$83.59 ,$10.61 ,7.88
KEY,6/30/15,$84.00 ,$10.60 ,7.92
KEY,9/30/15,$84.70 ,$10.72 ,7.9
KEY,12/31/15,$84.37 ,$10.76 ,7.84
KEY,3/31/16,$87.33 ,$11.07 ,7.89
KEY,6/30/16,$89.83 ,$11.32 ,7.94
KEY,9/30/16,$120.81 ,$15.00 ,8.06
KEY,12/31/16,$121.21 ,$15.24 ,7.95
KEY,3/31/17,$119.50 ,$14.98 ,7.98
KEY,6/30/17,$120.57 ,$15.26 ,7.9
KEY,9/30/17,$121.48 ,$15.25 ,7.97
KEY,12/31/17,$122.67 ,$15.03 ,8.17
KEY,3/31/18,$122.10 ,$14.95 ,8.17
KEY,6/30/18,$122.69 ,$15.10 ,8.12
KEY,9/30/18,$123.60 ,$15.21 ,8.13
KEY,12/31/18,$124.02 ,$15.60 ,7.95
KEY,3/31/19,$125.59 ,$15.93 ,7.89
KEY,6/30/19,$127.57 ,$16.97 ,7.52
KEY,9/30/19,$129.58 ,$17.12 ,7.57
KEY,12/31/19,$127.95 ,$17.04 ,7.51
KEY,3/31/20,$138.79 ,$17.41 ,7.97
KEY,6/30/20,$153.65 ,$17.54 ,8.76
KEY,9/30/20,$152.82 ,$17.72 ,8.62
KEY,12/31/20,$152.36 ,$17.98 ,8.47
KKR,12/31/08,$0.00 ,$0.00 ,0
KKR,6/30/09,$0.00 ,$0.00 ,0
KKR,9/30/09,$0.00 ,$0.00 ,0
KKR,12/31/09,$0.00 ,,0
KKR,3/31/10,$0.00 ,$0.00 ,0
KKR,6/30/10,$2.11 ,$31.71 ,0.07
KKR,9/30/10,$2.53 ,$32.33 ,0.08
KKR,12/31/10,$2.39 ,$36.00 ,0.07
KKR,3/31/11,$2.57 ,$37.30 ,0.07
KKR,6/30/11,$2.76 ,$37.83 ,0.07
KKR,9/30/11,$2.72 ,$35.91 ,0.08
KKR,12/31/11,$2.97 ,$37.41 ,0.08
KKR,3/31/12,$3.92 ,$39.60 ,0.1
KKR,6/30/12,$3.17 ,$39.44 ,0.08
KKR,9/30/12,$3.48 ,$40.17 ,0.09
KKR,12/31/12,$3.48 ,$40.94 ,0.09
KKR,3/31/13,$4.28 ,$41.26 ,0.1
KKR,6/30/13,$4.48 ,$40.32 ,0.11
KKR,9/30/13,$5.23 ,$42.93 ,0.12
KKR,12/31/13,$5.47 ,$45.96 ,0.12
KKR,3/31/14,$7.52 ,$48.88 ,0.15
KKR,6/30/14,$14.15 ,$51.49 ,0.28
KKR,9/30/14,$14.52 ,$51.81 ,0.28
KKR,12/31/14,$14.47 ,$51.40 ,0.28
KKR,3/31/15,$15.43 ,$51.85 ,0.3
KKR,6/30/15,$19.70 ,$52.00 ,0.38
KKR,9/30/15,$19.72 ,$49.34 ,0.4
KKR,12/31/15,$21.76 ,$49.28 ,0.44
KKR,3/31/16,$19.75 ,$14.68 ,1.35
KKR,6/30/16,$22.16 ,$15.34 ,1.44
KKR,9/30/16,$21.56 ,$16.43 ,1.31
KKR,12/31/16,$22.52 ,$16.49 ,1.37
KKR,3/31/17,$24.13 ,$17.51 ,1.38
KKR,6/30/17,$23.84 ,$19.03 ,1.25
KKR,9/30/17,$25.01 ,$19.30 ,1.3
KKR,12/31/17,$25.78 ,$20.05 ,1.29
KKR,3/31/18,$26.50 ,$21.08 ,1.26
KKR,6/30/18,$25.25 ,$23.33 ,1.08
KKR,9/30/18,$25.28 ,$25.07 ,1.01
KKR,12/31/18,$26.48 ,$24.26 ,1.09
KKR,3/31/19,$25.80 ,$26.21 ,0.98
KKR,6/30/19,$29.24 ,$28.28 ,1.03
KKR,9/30/19,$29.06 ,$28.59 ,1.02
KKR,12/31/19,$30.40 ,$30.50 ,1
KKR,3/31/20,$29.01 ,$26.59 ,1.09
KKR,6/30/20,$32.72 ,$29.40 ,1.11
KKR,9/30/20,$36.61 ,$34.04 ,1.08
KKR,12/31/20,$39.01 ,$40.80 ,0.96
KMPR,3/31/05,$6.86 ,$2.05 ,3.35
KMPR,6/30/05,$6.92 ,$2.19 ,3.16
KMPR,9/30/05,$7.16 ,$2.10 ,3.41
KMPR,12/31/05,$7.04 ,$2.16 ,3.26
KMPR,3/31/06,$7.07 ,$2.19 ,3.23
KMPR,6/30/06,$7.03 ,$2.14 ,3.29
KMPR,9/30/06,$7.12 ,$2.25 ,3.16
KMPR,12/31/06,$7.04 ,$2.28 ,3.08
KMPR,3/31/07,$7.09 ,$2.32 ,3.06
KMPR,6/30/07,$7.46 ,$2.30 ,3.25
KMPR,9/30/07,$7.26 ,$2.32 ,3.12
KMPR,12/31/07,$7.10 ,$2.29 ,3.1
KMPR,3/31/08,$7.09 ,$2.19 ,3.24
KMPR,6/30/08,$7.39 ,$2.05 ,3.61
KMPR,9/30/08,$7.41 ,$1.80 ,4.12
KMPR,12/31/08,$7.17 ,$1.65 ,4.35
KMPR,3/31/09,$7.32 ,$1.57 ,4.68
KMPR,6/30/09,$7.03 ,$1.69 ,4.15
KMPR,9/30/09,$6.87 ,$1.89 ,3.63
KMPR,12/31/09,$6.66 ,$1.92 ,3.47
KMPR,3/31/10,$6.53 ,$1.98 ,3.3
KMPR,6/30/10,$6.44 ,$2.07 ,3.11
KMPR,9/30/10,$6.34 ,$2.20 ,2.88
KMPR,12/31/10,$6.25 ,$2.11 ,2.96
KMPR,3/31/11,$6.11 ,$2.12 ,2.89
KMPR,6/30/11,$6.05 ,$2.14 ,2.83
KMPR,9/30/11,$5.98 ,$2.22 ,2.69
KMPR,12/31/11,$5.82 ,$2.12 ,2.75
KMPR,3/31/12,$5.84 ,$2.13 ,2.74
KMPR,6/30/12,$5.86 ,$2.15 ,2.73
KMPR,9/30/12,$5.92 ,$2.21 ,2.68
KMPR,12/31/12,$5.85 ,$2.16 ,2.71
KMPR,3/31/13,$5.88 ,$2.17 ,2.71
KMPR,6/30/13,$5.82 ,$2.01 ,2.9
KMPR,9/30/13,$5.74 ,$2.01 ,2.86
KMPR,12/31/13,$5.61 ,$2.05 ,2.73
KMPR,3/31/14,$5.80 ,$2.15 ,2.7
KMPR,6/30/14,$5.83 ,$2.14 ,2.73
KMPR,9/30/14,$5.80 ,$2.11 ,2.76
KMPR,12/31/14,$5.74 ,$2.09 ,2.75
KMPR,3/31/15,$5.78 ,$2.11 ,2.74
KMPR,6/30/15,$6.04 ,$2.01 ,3
KMPR,9/30/15,$6.05 ,$2.03 ,2.99
KMPR,12/31/15,$6.04 ,$1.99 ,3.03
KMPR,3/31/16,$6.13 ,$2.04 ,3
KMPR,6/30/16,$6.20 ,$2.11 ,2.95
KMPR,9/30/16,$6.32 ,$2.07 ,3.05
KMPR,12/31/16,$6.24 ,$1.98 ,3.16
KMPR,3/31/17,$6.32 ,$1.98 ,3.19
KMPR,6/30/17,$6.18 ,$2.03 ,3.04
KMPR,9/30/17,$6.22 ,$2.08 ,2.99
KMPR,12/31/17,$6.26 ,$2.12 ,2.96
KMPR,3/31/18,$6.31 ,$2.06 ,3.06
KMPR,6/30/18,$6.80 ,$2.05 ,3.32
KMPR,9/30/18,$8.71 ,$3.06 ,2.84
KMPR,12/31/18,$8.50 ,$3.05 ,2.79
KMPR,3/31/19,$8.86 ,$3.32 ,2.67
KMPR,6/30/19,$8.93 ,$3.68 ,2.43
KMPR,9/30/19,$8.93 ,$3.89 ,2.29
KMPR,12/31/19,$9.02 ,$3.97 ,2.27
KMPR,3/31/20,$9.17 ,$3.76 ,2.44
KMPR,6/30/20,$9.30 ,$4.19 ,2.22
KMPR,9/30/20,$9.74 ,$4.35 ,2.24
KMPR,12/31/20,$9.78 ,$4.56 ,2.14
L,3/31/05,$61.97 ,$12.16 ,5.1
L,6/30/05,$61.28 ,$12.90 ,4.75
L,9/30/05,$61.81 ,$12.82 ,4.82
L,12/31/05,$57.81 ,$13.09 ,4.42
L,3/31/06,$58.02 ,$13.31 ,4.36
L,6/30/06,$57.57 ,$14.14 ,4.07
L,9/30/06,$59.70 ,$16.08 ,3.71
L,12/31/06,$60.38 ,$16.50 ,3.66
L,3/31/07,$59.82 ,$16.92 ,3.54
L,6/30/07,$62.40 ,$17.14 ,3.64
L,9/30/07,$61.69 ,$17.28 ,3.57
L,12/31/07,$58.52 ,$17.59 ,3.33
L,3/31/08,$59.64 ,$17.26 ,3.46
L,6/30/08,$58.00 ,$16.78 ,3.46
L,9/30/08,$57.68 ,$15.74 ,3.66
L,12/31/08,$52.74 ,$17.14 ,3.08
L,3/31/09,$52.77 ,$16.90 ,3.12
L,6/30/09,$52.87 ,$18.76 ,2.82
L,9/30/09,$53.93 ,$21.19 ,2.55
L,12/31/09,$52.99 ,$21.09 ,2.51
L,3/31/10,$53.86 ,$21.99 ,2.45
L,6/30/10,$52.33 ,$22.73 ,2.3
L,9/30/10,$53.32 ,$23.50 ,2.27
L,12/31/10,$53.17 ,$23.11 ,2.3
L,3/31/11,$52.52 ,$23.45 ,2.24
L,6/30/11,$52.59 ,$23.48 ,2.24
L,9/30/11,$52.74 ,$23.57 ,2.24
L,12/31/11,$52.07 ,$23.20 ,2.24
L,3/31/12,$53.12 ,$24.12 ,2.2
L,6/30/12,$53.09 ,$24.24 ,2.19
L,9/30/12,$54.69 ,$24.86 ,2.2
L,12/31/12,$55.35 ,$24.68 ,2.24
L,3/31/13,$55.90 ,$24.72 ,2.26
L,6/30/13,$55.40 ,$24.64 ,2.25
L,9/30/13,$54.69 ,$24.82 ,2.2
L,12/31/13,$55.03 ,$24.91 ,2.21
L,3/31/14,$56.69 ,$25.12 ,2.26
L,6/30/14,$57.54 ,$25.36 ,2.27
L,9/30/14,$53.41 ,$25.12 ,2.13
L,12/31/14,$53.72 ,$24.65 ,2.18
L,3/31/15,$53.99 ,$24.63 ,2.19
L,6/30/15,$53.68 ,$24.33 ,2.21
L,9/30/15,$53.38 ,$24.15 ,2.21
L,12/31/15,$53.20 ,$22.81 ,2.33
L,3/31/16,$54.10 ,$23.13 ,2.34
L,6/30/16,$56.15 ,$23.03 ,2.44
L,9/30/16,$55.10 ,$23.41 ,2.35
L,12/31/16,$53.23 ,$23.36 ,2.28
L,3/31/17,$53.38 ,$23.73 ,2.25
L,6/30/17,$55.00 ,$24.11 ,2.28
L,9/30/17,$55.17 ,$24.36 ,2.27
L,12/31/17,$55.02 ,$24.57 ,2.24
L,3/31/18,$56.94 ,$23.85 ,2.39
L,6/30/18,$58.87 ,$21.86 ,2.69
L,9/30/18,$56.84 ,$21.89 ,2.6
L,12/31/18,$56.93 ,$21.39 ,2.66
L,3/31/19,$58.55 ,$21.90 ,2.67
L,6/30/19,$59.88 ,$22.39 ,2.67
L,9/30/19,$60.24 ,$22.26 ,2.71
L,12/31/19,$60.31 ,$21.93 ,2.75
L,3/31/20,$60.08 ,$19.18 ,3.13
L,6/30/20,$60.03 ,$18.41 ,3.26
L,9/30/20,$60.84 ,$18.62 ,3.27
L,12/31/20,$61.06 ,$19.18 ,3.18
LNC,3/31/05,$110.31 ,$6.04 ,18.25
LNC,6/30/05,$112.59 ,$6.36 ,17.69
LNC,9/30/05,$115.82 ,$6.28 ,18.43
LNC,12/31/05,$118.48 ,$6.38 ,18.56
LNC,3/31/06,$122.06 ,$6.34 ,19.26
LNC,6/30/06,$155.98 ,$11.40 ,13.68
LNC,9/30/06,$159.68 ,$12.04 ,13.26
LNC,12/31/06,$166.29 ,$12.20 ,13.63
LNC,3/31/07,$169.29 ,$12.03 ,14.07
LNC,6/30/07,$175.81 ,$11.84 ,14.85
LNC,9/30/07,$180.25 ,$11.96 ,15.07
LNC,12/31/07,$179.72 ,$11.72 ,15.34
LNC,3/31/08,$174.26 ,$11.09 ,15.72
LNC,6/30/08,$173.78 ,$10.50 ,16.55
LNC,9/30/08,$163.77 ,$9.50 ,17.24
LNC,12/31/08,$155.16 ,$7.98 ,19.45
LNC,3/31/09,$150.10 ,$7.32 ,20.5
LNC,6/30/09,$157.97 ,$9.08 ,17.41
LNC,9/30/09,$169.83 ,$11.66 ,14.57
LNC,12/31/09,$165.73 ,$11.70 ,14.17
LNC,3/31/10,$169.25 ,$12.37 ,13.69
LNC,6/30/10,$167.49 ,$12.64 ,13.25
LNC,9/30/10,$176.93 ,$13.56 ,13.05
LNC,12/31/10,$181.02 ,$12.81 ,14.14
LNC,3/31/11,$185.23 ,$13.09 ,14.15
LNC,6/30/11,$187.97 ,$13.59 ,13.84
LNC,9/30/11,$182.83 ,$14.92 ,12.26
LNC,12/31/11,$188.39 ,$13.10 ,14.38
LNC,3/31/12,$194.76 ,$13.26 ,14.69
LNC,6/30/12,$196.93 ,$14.18 ,13.89
LNC,9/30/12,$200.22 ,$15.24 ,13.14
LNC,12/31/12,$203.90 ,$14.97 ,13.62
LNC,3/31/13,$209.48 ,$14.86 ,14.1
LNC,6/30/13,$210.00 ,$13.32 ,15.77
LNC,9/30/13,$216.54 ,$13.39 ,16.17
LNC,12/31/13,$223.49 ,$13.45 ,16.61
LNC,3/31/14,$227.46 ,$14.49 ,15.7
LNC,6/30/14,$233.67 ,$15.45 ,15.12
LNC,9/30/14,$232.99 ,$15.45 ,15.08
LNC,12/31/14,$237.64 ,$15.74 ,15.1
LNC,3/31/15,$242.26 ,$16.22 ,14.93
LNC,6/30/15,$240.52 ,$14.70 ,16.36
LNC,9/30/15,$235.13 ,$14.40 ,16.33
LNC,12/31/15,$238.29 ,$13.62 ,17.5
LNC,3/31/16,$241.06 ,$14.66 ,16.45
LNC,6/30/16,$247.11 ,$15.92 ,15.52
LNC,9/30/16,$250.28 ,$16.32 ,15.33
LNC,12/31/16,$247.15 ,$14.48 ,17.07
LNC,3/31/17,$252.50 ,$14.97 ,16.86
LNC,6/30/17,$255.66 ,$16.00 ,15.98
LNC,9/30/17,$260.47 ,$16.31 ,15.97
LNC,12/31/17,$264.44 ,$17.32 ,15.27
LNC,3/31/18,$263.25 ,$15.99 ,16.47
LNC,6/30/18,$283.66 ,$15.18 ,18.69
LNC,9/30/18,$288.78 ,$15.07 ,19.16
LNC,12/31/18,$283.80 ,$14.35 ,19.78
LNC,3/31/19,$297.88 ,$16.42 ,18.15
LNC,6/30/19,$303.80 ,$18.46 ,16.46
LNC,9/30/19,$305.28 ,$20.00 ,15.27
LNC,12/31/19,$315.07 ,$19.69 ,16
LNC,3/31/20,$302.07 ,$16.58 ,18.23
LNC,6/30/20,$318.93 ,$20.73 ,15.38
LNC,9/30/20,$326.26 ,$21.55 ,15.14
LNC,12/31/20,$343.25 ,$22.70 ,15.12
MAIN,9/30/06,$0.00 ,,0
MAIN,3/31/07,$0.00 ,,0
MAIN,6/30/07,$0.00 ,,0
MAIN,9/30/07,$0.06 ,$0.04 ,1.32
MAIN,12/31/07,$0.06 ,$0.12 ,0.52
MAIN,3/31/08,$0.08 ,$0.12 ,0.73
MAIN,6/30/08,$0.06 ,$0.12 ,0.49
MAIN,9/30/08,$0.06 ,$0.12 ,0.49
MAIN,12/31/08,$0.06 ,$0.11 ,0.52
MAIN,3/31/09,$0.06 ,$0.11 ,0.54
MAIN,6/30/09,$0.06 ,$0.13 ,0.47
MAIN,9/30/09,$0.06 ,$0.13 ,0.49
MAIN,12/31/09,$0.07 ,$0.13 ,0.52
MAIN,3/31/10,$0.12 ,$0.18 ,0.67
MAIN,6/30/10,$0.15 ,$0.19 ,0.77
MAIN,9/30/10,$0.18 ,$0.24 ,0.73
MAIN,12/31/10,$0.20 ,$0.25 ,0.8
MAIN,3/31/11,$0.21 ,$0.32 ,0.64
MAIN,6/30/11,$0.28 ,$0.34 ,0.85
MAIN,9/30/11,$0.33 ,$0.34 ,0.95
MAIN,12/31/11,$0.33 ,$0.41 ,0.79
MAIN,3/31/12,$0.35 ,$0.43 ,0.83
MAIN,6/30/12,$0.31 ,$0.53 ,0.58
MAIN,9/30/12,$0.32 ,$0.55 ,0.58
MAIN,12/31/12,$0.39 ,$0.64 ,0.61
MAIN,3/31/13,$0.38 ,$0.65 ,0.59
MAIN,6/30/13,$0.57 ,$0.66 ,0.87
MAIN,9/30/13,$0.45 ,$0.79 ,0.56
MAIN,12/31/13,$0.57 ,$0.79 ,0.72
MAIN,3/31/14,$0.57 ,$0.80 ,0.71
MAIN,6/30/14,$0.61 ,$0.94 ,0.64
MAIN,9/30/14,$0.63 ,$0.95 ,0.67
MAIN,12/31/14,$0.75 ,$0.94 ,0.8
MAIN,3/31/15,$0.75 ,$1.08 ,0.69
MAIN,6/30/15,$0.80 ,$1.09 ,0.73
MAIN,9/30/15,$0.86 ,$1.09 ,0.79
MAIN,12/31/15,$0.81 ,$1.07 ,0.76
MAIN,3/31/16,$0.82 ,$1.08 ,0.77
MAIN,6/30/16,$0.89 ,$1.10 ,0.81
MAIN,9/30/16,$0.86 ,$1.14 ,0.75
MAIN,12/31/16,$0.87 ,$1.20 ,0.73
MAIN,3/31/17,$0.83 ,$1.24 ,0.67
MAIN,6/30/17,$0.88 ,$1.28 ,0.69
MAIN,9/30/17,$0.94 ,$1.33 ,0.71
MAIN,12/31/17,$0.89 ,$1.38 ,0.64
MAIN,3/31/18,$1.01 ,$1.40 ,0.72
MAIN,6/30/18,$1.01 ,$1.45 ,0.7
MAIN,9/30/18,$1.02 ,$1.51 ,0.68
MAIN,12/31/18,$1.08 ,$1.48 ,0.73
MAIN,3/31/19,$1.07 ,$1.52 ,0.7
MAIN,6/30/19,$1.11 ,$1.52 ,0.73
MAIN,9/30/19,$1.13 ,$1.53 ,0.74
MAIN,12/31/19,$1.18 ,$1.54 ,0.77
MAIN,3/31/20,$1.14 ,$1.34 ,0.85
MAIN,6/30/20,$1.18 ,$1.37 ,0.86
MAIN,9/30/20,$1.23 ,$1.42 ,0.87
MAIN,12/31/20,$1.26 ,$1.52 ,0.83
MET,3/31/05,$339.63 ,$23.04 ,14.74
MET,6/30/05,$353.26 ,$28.17 ,12.54
MET,9/30/05,$454.06 ,$28.76 ,15.79
MET,12/31/05,$452.54 ,$29.10 ,15.55
MET,3/31/06,$470.54 ,$28.57 ,16.47
MET,6/30/06,$472.62 ,$27.68 ,17.07
MET,9/30/06,$484.58 ,$31.61 ,15.33
MET,12/31/06,$493.92 ,$33.80 ,14.61
MET,3/31/07,$503.74 ,$34.07 ,14.79
MET,6/30/07,$519.01 ,$33.56 ,15.47
MET,9/30/07,$528.33 ,$34.75 ,15.21
MET,12/31/07,$523.97 ,$35.18 ,14.89
MET,3/31/08,$524.13 ,$33.00 ,15.88
MET,6/30/08,$523.25 ,$32.54 ,16.08
MET,9/30/08,$493.47 ,$27.83 ,17.73
MET,12/31/08,$477.69 ,$23.99 ,19.92
MET,3/31/09,$467.98 ,$23.43 ,19.97
MET,6/30/09,$481.85 ,$27.61 ,17.45
MET,9/30/09,$500.60 ,$34.59 ,14.47
MET,12/31/09,$505.82 ,$33.50 ,15.1
MET,3/31/10,$529.39 ,$36.18 ,14.63
MET,6/30/10,$534.18 ,$39.72 ,13.45
MET,9/30/10,$570.49 ,$46.77 ,12.2
MET,12/31/10,$681.91 ,$49.00 ,13.92
MET,3/31/11,$701.12 ,$50.22 ,13.96
MET,6/30/11,$717.77 ,$53.71 ,13.36
MET,9/30/11,$724.49 ,$60.75 ,11.93
MET,12/31/11,$738.34 ,$57.89 ,12.75
MET,3/31/12,$760.59 ,$59.01 ,12.89
MET,6/30/12,$762.46 ,$62.73 ,12.16
MET,9/30/12,$781.89 ,$64.40 ,12.14
MET,12/31/12,$771.94 ,$64.84 ,11.91
MET,3/31/13,$776.81 ,$64.87 ,11.98
MET,6/30/13,$755.25 ,$60.41 ,12.5
MET,9/30/13,$761.38 ,$61.27 ,12.43
MET,12/31/13,$823.20 ,$62.10 ,13.26
MET,3/31/14,$824.57 ,$66.33 ,12.43
MET,6/30/14,$840.95 ,$70.17 ,11.98
MET,9/30/14,$837.33 ,$71.30 ,11.74
MET,12/31/14,$829.78 ,$72.56 ,11.44
MET,3/31/15,$845.48 ,$74.31 ,11.38
MET,6/30/15,$828.51 ,$69.90 ,11.85
MET,9/30/15,$811.47 ,$70.99 ,11.43
MET,12/31/15,$809.51 ,$68.42 ,11.83
MET,3/31/16,$841.46 ,$75.97 ,11.08
